LobbyingEntity,DateRange,Date,LobbyistName,RecipientName,OfficeSought,Amount
Smith Costello & Crawford,07/01/2020 - 12/31/2020,08/11/2020,Michael Costello,The Collins Committee,Senate,$200.00
Smith Costello & Crawford,07/01/2020 - 12/31/2020,08/19/2020,Michael Costello,CTE Brandan Crighton,Senate,$200.00
Smith Costello & Crawford,07/01/2020 - 12/31/2020,09/16/2020,Michael Costello,The Early Committee,District Attorney for Worcester County,$200.00
Smith Costello & Crawford,07/01/2020 - 12/31/2020,09/24/2020,Michael Costello,The O'Connor Committee,Senate,$200.00
Smith Costello & Crawford,07/01/2020 - 12/31/2020,09/29/2020,Michael Costello,The Tyler Committee,House,$200.00
Smith Costello & Crawford,07/01/2020 - 12/31/2020,10/15/2020,Michael Costello,The Gregoire Committee,House,$200.00
Smith Costello & Crawford,07/01/2020 - 12/31/2020,10/21/2020,Michael Costello,The Healey Committee,Attorney General,$200.00
Smith Costello & Crawford,07/01/2020 - 12/31/2020,11/10/2020,Michael Costello,The Golden Committee,House,$200.00
Smith Costello & Crawford,07/01/2020 - 12/31/2020,12/07/2020,Michael Costello,The Boncore Committee,Senate,$200.00
Smith Costello & Crawford,07/01/2020 - 12/31/2020,12/14/2020,Michael Costello,Committee for a Democratic Senate,Senate,$200.00
Smith Costello & Crawford,07/01/2020 - 12/31/2020,12/15/2020,Michael Costello,The DiDomenico Committee,Senate,$200.00
Smith Costello & Crawford,07/01/2020 - 12/31/2020,12/19/2020,Michael Costello,The Driscoll Committee,House,$200.00
Smith Costello & Crawford,07/01/2020 - 12/31/2020,12/19/2020,Michael Costello,The O'Day Committee,House,$200.00
Smith Costello & Crawford,07/01/2020 - 12/31/2020,12/21/2020,Michael Costello,The Vargas Committee,House,$200.00
Smith Costello & Crawford,07/01/2020 - 12/31/2020,12/23/2020,Michael Costello,The Michlewitz Committee,House,$200.00
Smith Costello & Crawford,07/01/2020 - 12/31/2020,12/23/2020,Michael Costello,The Mahoney Committee,House,$200.00
Smith Costello & Crawford,07/01/2020 - 12/31/2020,12/23/2020,Michael Costello,The Wagner Committee,House,$200.00
Smith Costello & Crawford,07/01/2020 - 12/31/2020,12/23/2020,Michael Costello,The Friedman Committee,Senate,$200.00
Smith Costello & Crawford,07/01/2020 - 12/31/2020,07/31/2020,Sira Grant,The Jones Committee,House,$200.00
Smith Costello & Crawford,07/01/2020 - 12/31/2020,07/31/2020,Sira Grant,The Murphy Committee,House,$200.00
Smith Costello & Crawford,07/01/2020 - 12/31/2020,09/24/2020,Sira Grant,The O'Connor Committee,Senate,$200.00
Smith Costello & Crawford,07/01/2020 - 12/31/2020,09/29/2020,Sira Grant,The Tyler Committee,House,$200.00
Smith Costello & Crawford,07/01/2020 - 12/31/2020,09/30/2020,Sira Grant,The McDermott Committee,"Sheriff, Norfolk County",$200.00
Smith Costello & Crawford,07/01/2020 - 12/31/2020,10/06/2020,Sira Grant,The Lawn Committee,House,$200.00
Smith Costello & Crawford,07/01/2020 - 12/31/2020,10/15/2020,Sira Grant,The Kilcoyne Committee,House,$200.00
Smith Costello & Crawford,07/01/2020 - 12/31/2020,10/15/2020,Sira Grant,The Gregoire Committee,House,$200.00
Smith Costello & Crawford,07/01/2020 - 12/31/2020,11/12/2020,Sira Grant,The Golden Committee,House,$200.00
Smith Costello & Crawford,07/01/2020 - 12/31/2020,12/22/2020,Sira Grant,The Jaramillo Committee,House,$200.00
Smith Costello & Crawford,07/01/2020 - 12/31/2020,07/14/2020,Thomas P. Mangan,CTE Patrick Beaudry,House,$200.00
Smith Costello & Crawford,07/01/2020 - 12/31/2020,07/24/2020,Thomas P. Mangan,The Timility Committee,Senate,$200.00
Smith Costello & Crawford,07/01/2020 - 12/31/2020,10/15/2020,Thomas P. Mangan,The Kilcoyne Committee,House,$200.00
Smith Costello & Crawford,07/01/2020 - 12/31/2020,10/15/2020,Thomas P. Mangan,The Kilcoyne Committee,House,$200.00
Smith Costello & Crawford,07/01/2020 - 12/31/2020,10/21/2020,Thomas P. Mangan,The Healey Committee,Attorney General,$200.00
Smith Costello & Crawford,07/01/2020 - 12/31/2020,11/10/2020,Thomas P. Mangan,The Golden Committee,House,$200.00
Smith Costello & Crawford,07/01/2020 - 12/31/2020,12/07/2020,Thomas P. Mangan,The Boncore Committee,Senate,$200.00
Smith Costello & Crawford,07/01/2020 - 12/31/2020,12/19/2020,Thomas P. Mangan,The Driscoll Committee,House,$200.00
Smith Costello & Crawford,07/01/2020 - 12/31/2020,12/19/2020,Thomas P. Mangan,The O'Day Committee,House,$200.00
Smith Costello & Crawford,07/01/2020 - 12/31/2020,12/21/2020,Thomas P. Mangan,The Vargas Committee,House,$200.00
Smith Costello & Crawford,07/01/2020 - 12/31/2020,12/21/2020,Thomas P. Mangan,The Jaramillo Committee,House,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,02/07/2020,Carlo Basile,The Campbell Committee,House of Representatives,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,02/12/2020,Carlo Basile,The Lawn Committee,House of Representatives,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,02/25/2020,Carlo Basile,The Spilka Committee,Senate,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,02/25/2020,Carlo Basile,The Lesser Committee,Senate,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,02/27/2020,Carlo Basile,The Ryan Committee,House of Representatives,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,03/09/2020,Carlo Basile,The Garlick Committee,House of Representatives,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,03/11/2020,Carlo Basile,The Moran Committee,Senate,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,04/28/2020,Carlo Basile,The Kilcoyne Committee,House of Representatives,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,05/18/2020,Carlo Basile,The Barber Committee,House of Representatives,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,06/24/2020,Carlo Basile,CTE Frank Moran,House of Representatives,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,06/26/2020,Carlo Basile,The Cyr Committee,Senate,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,06/29/2020,Carlo Basile,The Rogers Committee,House of Representatives,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,02/07/2020,James Smith,The Campbell Committee,House of Representatives,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,02/12/2020,James Smith,The Lawn Committee,House of Representatives,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,02/25/2020,James Smith,The Spilka Committee,Senate,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,02/25/2020,James Smith,The Lesser Committee,Senate,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,02/27/2020,James Smith,The Ryan Committee,House of Representatives,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,03/09/2020,James Smith,The Garlick Committee,House of Representatives,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,03/11/2020,James Smith,The Moran Committee,Senate,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,04/28/2020,James Smith,The Kilcoyne Committee,House of Representatives,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,05/04/2020,James Smith,The Kerans Committee,House of Representatives,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,05/18/2020,James Smith,The Barber Committee,House of Representatives,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,05/26/2020,James Smith,The Honan Committee,House of Representatives,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,06/24/2020,James Smith,CTE Frank Moran,House of Representatives,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,06/26/2020,James Smith,The Cyr Committee,Senate,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,06/29/2020,James Smith,The Rogers Committee,House of Representatives,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,02/07/2020,Jay Youmans,The Campbell Committee,House of Representatives,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,02/12/2020,Jay Youmans,The Lawn Committee,House of Representatives,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,02/25/2020,Jay Youmans,The Spilka Committee,Senate,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,03/09/2020,Jay Youmans,The Garlick Committee,House of Representatives,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,03/11/2020,Jay Youmans,The Moran Committee,Senate,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,04/28/2020,Jay Youmans,The Kilcoyne Committee,House of Representatives,$100.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,06/26/2020,Jay Youmans,The Cyr Committee,Senate,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,06/29/2020,Jay Youmans,The Rogers Committee,House of Representatives,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,02/07/2020,Jennifer Crawford,The Campbell Committee,House of Representatives,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,02/12/2020,Jennifer Crawford,The Lawn Committee,House of Representatives,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,02/25/2020,Jennifer Crawford,The Spilka Committee,Senate,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,02/25/2020,Jennifer Crawford,The Lesser Committee,Senate,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,02/27/2020,Jennifer Crawford,The Ryan Committee,House of Representatives,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,03/09/2020,Jennifer Crawford,The Garlick Committee,House of Representatives,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,03/11/2020,Jennifer Crawford,The Moran Committee,Senate,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,04/28/2020,Jennifer Crawford,The Kilcoyne Committee,House of Representatives,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,05/18/2020,Jennifer Crawford,The Barber Committee,House of Representatives,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,06/24/2020,Jennifer Crawford,CTE Frank Moran,House of Representatives,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,06/26/2020,Jennifer Crawford,The Cyr Committee,Senate,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,02/07/2020,Michael Costello,The Campbell Committee,House of Representatives,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,02/12/2020,Michael Costello,The Lawn Committee,House of Representatives,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,02/25/2020,Michael Costello,The Spilka Committee,Senate,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,02/25/2020,Michael Costello,The Lesser Committee,Senate,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,02/27/2020,Michael Costello,The Ryan Committee,House of Representatives,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,03/09/2020,Michael Costello,The Garlick Committee,House of Representatives,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,03/11/2020,Michael Costello,The Moran Committee,Senate,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,04/28/2020,Michael Costello,The Kilcoyne Committee,House of Representatives,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,05/26/2020,Michael Costello,The Honan Committee,House of Representatives,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,06/24/2020,Michael Costello,CTE Frank Moran,House of Representatives,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,06/26/2020,Michael Costello,The Cyr Committee,Senate,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,06/29/2020,Michael Costello,The Rogers Committee,House of Representatives,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,06/22/2020,Sira Grant,The Ryan Committee,House of Representatives,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,06/26/2020,Sira Grant,The Cyr Committee,Senate,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,02/12/2020,Thomas P. Mangan,The Lawn Committee,House of Representatives,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,02/25/2020,Thomas P. Mangan,The Spilka Committee,Senate,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,02/27/2020,Thomas P. Mangan,The Ryan Committee,2/27/2020,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,03/09/2020,Thomas P. Mangan,The Garlick Committee,House of Representatives,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,06/24/2020,Thomas P. Mangan,CTE Frank Moran,House of Representatives,$200.00
Smith Costello & Crawford,01/01/2020 - 06/30/2020,06/26/2020,Thomas P. Mangan,The Cyr Committee,Senate,$200.00
"Bay State Strategies Group, LLC",01/01/2020 - 06/30/2020,01/29/2020,David K Shapiro,CTE Julian Cyr,State Senate,$200.00
"Bay State Strategies Group, LLC",01/01/2020 - 06/30/2020,01/29/2020,David K Shapiro,CTE Jamie Murphy,State Representative,$200.00
"Bay State Strategies Group, LLC",01/01/2020 - 06/30/2020,02/27/2020,David K Shapiro,CTE Kate Lipper Garabedian,State Representative,$100.00
"Bay State Strategies Group, LLC",01/01/2020 - 06/30/2020,06/30/2020,David K Shapiro,CTE Barry Finegold,State Senate,$200.00
"Bay State Strategies Group, LLC",01/01/2020 - 06/30/2020,01/29/2020,Francis J Shea,CTE Jamie Murphy,State Representative,$200.00
"Bay State Strategies Group, LLC",01/01/2020 - 06/30/2020,02/27/2020,Francis J Shea,CTE Kate Lipper-Garabedian,State Representative,$100.00
"Bay State Strategies Group, LLC",01/01/2020 - 06/30/2020,01/29/2020,Robert A Bernstein,The Welch Committee,State Senate,$200.00
"Bay State Strategies Group, LLC",01/01/2020 - 06/30/2020,01/29/2020,Robert A Bernstein,The Murphy Committee,State Representative,$200.00
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,07/23/2020,David K Shapiro,CTE Karen Spilka,State Senate,$200.00
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,07/23/2020,David K Shapiro,CTE Frank Moran,State Representative,$200.00
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,07/26/2020,David K Shapiro,CTE Meghan Kilcoyne,State Representative,$200.00
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,08/18/2020,David K Shapiro,CTE Brendan Crighton,State Senate,$200.00
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,09/01/2020,David K Shapiro,CTE Maura Healey,Attorney General,$200.00
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,10/01/2020,David K Shapiro,CTE Barry Finegold,State Senate,$200.00
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,10/06/2020,David K Shapiro,CTE Joan Meschino,State Representative,$200.00
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,10/20/2020,David K Shapiro,CTE John Velis,State Senate,$100.00
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,10/20/2020,David K Shapiro,CTE Paul Tucker,State Representative,$200.00
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,10/22/2020,David K Shapiro,CTE Jessica Giannino,State Representative,$200.00
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,10/26/2020,David K Shapiro,Committee for A Democratic House,State Representative - Various,$200.00
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,12/06/2020,David K Shapiro,CTE Dan Hunt,State Representative,$200.00
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,12/08/2020,David K Shapiro,CTE Peter Koutoujian,Middlesex Sheriff,$200.00
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,12/10/2020,David K Shapiro,CTE Tim Whelan,State Representative,$200.00
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,12/18/2020,David K Shapiro,CTE Mike Finn,State Representative,$200.00
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,12/18/2020,David K Shapiro,Friends of Mike Rush,State Senate,$200.00
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,12/18/2020,David K Shapiro,CTE Bruce Tarr,State Senate,$200.00
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,10/15/2020,Francis J Shea,CTE Meghan Kilcoyne,State Representative,$200.00
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,12/17/2020,Francis J Shea,CTE Dan Hune,State Representative,$200.00
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,07/23/2020,Robert A Bernstein,CTE Karen Spilka,State Senate,$200.00
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,07/23/2020,Robert A Bernstein,CTE FRank Moran,State Representative,$200.00
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,07/23/2020,Robert A Bernstein,CTE Meg Kilcoyne,State Representative,$200.00
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,09/25/2020,Robert A Bernstein,CTE John Cronin,State Senate,$200.00
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,10/06/2020,Robert A Bernstein,CTE James Arciero,State Representative,$200.00
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,10/06/2020,Robert A Bernstein,CTE Barry Finegold,State Senate,$200.00
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,12/07/2020,Robert A Bernstein,CTE Dan Hunt,State Representative,$200.00
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,12/07/2020,Robert A Bernstein,CTE Joe Petty,Worcester Mayor,$200.00
"Bay State Strategies Group, LLC",07/01/2020 - 12/31/2020,12/17/2020,Robert A Bernstein,CTE John Mahoney,State Representative,$200.00
"BCB Government Relations, Inc.",01/01/2020 - 06/30/2020,01/01/2020,David D Cahill,Denise Garlick,Representative,$200.00
"BCB Government Relations, Inc.",01/01/2020 - 06/30/2020,01/28/2020,David D Cahill,Julian Cyr,Senator,$200.00
"BCB Government Relations, Inc.",01/01/2020 - 06/30/2020,02/06/2020,David D Cahill,Michael Rodrigues,Senator,$200.00
"BCB Government Relations, Inc.",01/01/2020 - 06/30/2020,03/10/2020,David D Cahill,Maura Healey,Attorney General,$100.00
"BCB Government Relations, Inc.",01/01/2020 - 06/30/2020,01/28/2020,Stephen A Boksanski,Julian Cyr,State Senate,$200.00
"BCB Government Relations, Inc.",01/01/2020 - 06/30/2020,02/06/2020,Stephen A Boksanski,Michael Rodrigues,State Senate,$200.00
"BCB Government Relations, Inc.",01/01/2020 - 06/30/2020,03/10/2020,Stephen A Boksanski,Maura Healey,Attorney General,$100.00
"BCB Government Relations, Inc.",01/01/2020 - 06/30/2020,03/10/2020,Stephen A Boksanski,Denise Garlick,State Representative,$200.00
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,08/03/2020,David D Cahill,Ryan Fattman,State Senate,$200.00
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,08/13/2020,David D Cahill,RAM PAC,State Rep and Senate,$200.00
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,09/23/2020,David D Cahill,Patrick O’ Connor,State Senate,$200.00
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,10/01/2020,David D Cahill,Tom Golden,State Representative,$200.00
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,10/05/2020,David D Cahill,Patrick Kearney,State Representative,$200.00
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,10/14/2020,David D Cahill,John Velis,State senate,$200.00
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,12/05/2020,David D Cahill,Robert Sullivan,Mayor of Brockton,$200.00
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,12/10/2020,David D Cahill,Tackey Chan,State Representative,$200.00
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,07/10/2020,Stephen A Boksanski,"Fattman, Ryan S.",State Senator,$200.00
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,07/10/2020,Stephen A Boksanski,"Lovely, Joan",State Senator,$200.00
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,07/13/2020,Stephen A Boksanski,"Donato, Paul",State Representative,$200.00
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,07/13/2020,Stephen A Boksanski,"Ryan, Danny",State Representative,$200.00
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,07/13/2020,Stephen A Boksanski,"Parisella, Jerry",State Representative,$200.00
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,07/21/2020,Stephen A Boksanski,"Cassidy, Gerry",State Representative,$200.00
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,08/08/2020,Stephen A Boksanski,"Lawn, John",State Representative,$200.00
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,08/08/2020,Stephen A Boksanski,"Hinds, Adam",State Senator,$200.00
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,08/08/2020,Stephen A Boksanski,"Barrett, John",State Representative,$200.00
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,08/08/2020,Stephen A Boksanski,"McGonagle, Joseph",State Representative,$200.00
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,08/08/2020,Stephen A Boksanski,"Moran, Frank",State Representative,$200.00
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,08/18/2020,Stephen A Boksanski,"Coppinger, Ed",State Representative,$200.00
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,08/18/2020,Stephen A Boksanski,"Moore, Michael",State Senator,$200.00
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,08/18/2020,Stephen A Boksanski,"Mahoney, John",State Representative,$200.00
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,08/18/2020,Stephen A Boksanski,"Murphy, James",State Representative,$200.00
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,09/02/2020,Stephen A Boksanski,"Ferrante, Ann-Margaret",State Representative,$200.00
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,09/02/2020,Stephen A Boksanski,"Tucker, Paul",State Representative,$200.00
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,09/02/2020,Stephen A Boksanski,"Arciero, James",State Representative,$200.00
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,09/10/2020,Stephen A Boksanski,"Jones, Brad",State Representative,$200.00
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,09/10/2020,Stephen A Boksanski,"Fattman, Stephanie",Register of Probate,$100.00
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,09/17/2020,Stephen A Boksanski,"Meschino, Joan",State Representative,$200.00
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,09/17/2020,Stephen A Boksanski,"Wagner, Joseph",State Representative,$200.00
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,09/21/2020,Stephen A Boksanski,"Mariano, Ron",State Representative,$200.00
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,09/21/2020,Stephen A Boksanski,"Golden, Thomas",State Representative,$200.00
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,09/22/2020,Stephen A Boksanski,"O'Connor, Patrick",State Senator,$200.00
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,09/23/2020,Stephen A Boksanski,"Tarr, Bruce",State Senator,$200.00
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,12/01/2020,Stephen A Boksanski,"Rush, Michael",State Senator,$200.00
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,12/01/2020,Stephen A Boksanski,"Chan, Tackey",State Representative,$200.00
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,12/07/2020,Stephen A Boksanski,"Michelwitz, Aaron",State Representative,$200.00
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,12/07/2020,Stephen A Boksanski,"Sullivan, Bob","Mayor, City of Brockton",$200.00
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,12/07/2020,Stephen A Boksanski,"Finn, Michael",State Representative,$200.00
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,12/10/2020,Stephen A Boksanski,"Cusack, Mark",State Representative,$200.00
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,12/10/2020,Stephen A Boksanski,"Walsh, Tom",State Representative,$200.00
"BCB Government Relations, Inc.",07/01/2020 - 12/31/2020,12/10/2020,Stephen A Boksanski,"Crighton, Brendan",State Senator,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,07/14/2020,"John E. Murphy, Jr.",Joseph McGonagle,State Representative of the 28th Middlesex District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,07/14/2020,"John E. Murphy, Jr.",Paul Donato,State Representative of the 35th Middlesex District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,07/16/2020,"John E. Murphy, Jr.",Danielle Gregoire,State Representative of the 4th Middlesex District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,07/23/2020,"John E. Murphy, Jr.",Karen Spilka,State Senator of the 2nd Middlesex and Suffolk Districts,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,07/23/2020,"John E. Murphy, Jr.",David Rogers,State Representative of the 24th Middlesex District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,07/23/2020,"John E. Murphy, Jr.",Kevin G. Honan,State Representative of the 17th Suffolk District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,07/30/2020,"John E. Murphy, Jr.",Patrick Beaudry,Candidate for State Representative of the 5th Hampden District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,07/30/2020,"John E. Murphy, Jr.",Robert Consalvo,Candidate for State Representative of the 14th Suffolk District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,08/11/2020,"John E. Murphy, Jr.",Frank Moran,State Representative of the 17th Essex District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,08/11/2020,"John E. Murphy, Jr.",Jerald Parisella,State Representative of the 6th Essex District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,08/11/2020,"John E. Murphy, Jr.",Joan Lovely,State Senator of the 2nd Essex District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,08/11/2020,"John E. Murphy, Jr.",Harriette Chandler,State Senator of the First Worcester District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,08/13/2020,"John E. Murphy, Jr.",Michael Brady,State Representative of the 2nd Plymouth and Bristol Districts,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,08/20/2020,"John E. Murphy, Jr.",Brendan Crighton,State Representative of the 3rd Essex District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,08/27/2020,"John E. Murphy, Jr.",Thomas Walsh,State Representative of the 12th Essex District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,09/28/2020,"John E. Murphy, Jr.",Meghan KilCoyne,Candidate for State Representative of the 12th Worcester District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/06/2020,"John E. Murphy, Jr.",Bud Williams,State Representative of the 11th Hampden District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/06/2020,"John E. Murphy, Jr.",Carmine Gentile,State Representative of the 13th Middlesex District,$200.00
Murphy Donoghue Partners,07/01/2020 - 12/31/2020,10/06/2020,"John E. Murphy, Jr.",Edward Phillips,State Representative of the 8th Norfolk District,$200.00
